ا, 115 
ل, 85 
خ, 7 
ر, 41 
ط, 6 
و, 46 
م, 52 
 , 161 
آ, 1 
ح, 9 
ظ, 6 
ة, 27 
أ, 14 
ص, 7 
د, 28 
ئ, 3 
ي, 64 
س, 19 
ج, 9 
-, 1 
ق, 25 
ع, 24 
ت, 37 
،, 13 
ً, 3 
ب, 21 
ض, 3 
ف, 18 
ش, 9 
ن, 28 
ك, 7 
غ, 2 
إ, 12 
ه, 8 
ز, 2 
ى, 6 
ء, 3 
ذ, 2 
ـ, 1 
ُ, 1 
ث, 2 
“, 1 
”, 1 
